Match type,Repository,Repository external URL,File path,File URL,Path matches [path [start end]],Chunk matches [line [start end]]
content,github.com/Comfy-Org/python-dependencies,https://comfysearch.snomiao.dev/github.com/Comfy-Org/python-dependencies,.github/workflows/embedded-windows-dependencies.yml,https://comfysearch.snomiao.dev/github.com/Comfy-Org/python-dependencies/-/blob/.github/workflows/embedded-windows-dependencies.yml,,"[44, [[45, 49] [59, 63] [27, 31]]]"
content,github.com/AIFSH/ComfyUI-MimicBrush,https://comfysearch.snomiao.dev/github.com/AIFSH/ComfyUI-MimicBrush,MimicBrush/depthanything/torchhub/facebookresearch_dinov2_main/README.md,https://comfysearch.snomiao.dev/github.com/AIFSH/ComfyUI-MimicBrush/-/blob/MimicBrush/depthanything/torchhub/facebookresearch_dinov2_main/README.md,,"[91, [[15, 19]]]"
content,github.com/storyicon/comfyui_musev_evolved,https://comfysearch.snomiao.dev/github.com/storyicon/comfyui_musev_evolved,diffusers/src/MuseVdiffusers/utils/versions.py,https://comfysearch.snomiao.dev/github.com/storyicon/comfyui_musev_evolved/-/blob/diffusers/src/MuseVdiffusers/utils/versions.py,,"[49, [[92, 96]]]"
content,github.com/storyicon/comfyui_musev_evolved,https://comfysearch.snomiao.dev/github.com/storyicon/comfyui_musev_evolved,controlnet_aux/src/MuseVcontrolnet_aux/normalbae/nets/submodules/efficientnet_repo/README.md,https://comfysearch.snomiao.dev/github.com/storyicon/comfyui_musev_evolved/-/blob/controlnet_aux/src/MuseVcontrolnet_aux/normalbae/nets/submodules/efficientnet_repo/README.md,,"[268, [[34, 38]]]"
content,github.com/chaojie/ComfyUI_StreamingT2V,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI_StreamingT2V,thirdparty/modelscope/utils/plugins.py,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI_StreamingT2V/-/blob/thirdparty/modelscope/utils/plugins.py,,"[484, [[9, 13]]]; [533, [[15, 19]]]; [792, [[13, 17]]]; [837, [[13, 17]]]"
content,github.com/StartHua/ComfyUI_PCDMs,https://comfysearch.snomiao.dev/github.com/StartHua/ComfyUI_PCDMs,src/controlnet_aux/normalbae/nets/submodules/efficientnet_repo/README.md,https://comfysearch.snomiao.dev/github.com/StartHua/ComfyUI_PCDMs/-/blob/src/controlnet_aux/normalbae/nets/submodules/efficientnet_repo/README.md,,"[268, [[34, 38]]]"
content,github.com/chaojie/ComfyUI-MuseV,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI-MuseV,diffusers/src/MuseVdiffusers/utils/versions.py,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI-MuseV/-/blob/diffusers/src/MuseVdiffusers/utils/versions.py,,"[49, [[92, 96]]]"
content,github.com/chaojie/ComfyUI-MuseV,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI-MuseV,controlnet_aux/src/MuseVcontrolnet_aux/normalbae/nets/submodules/efficientnet_repo/README.md,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI-MuseV/-/blob/controlnet_aux/src/MuseVcontrolnet_aux/normalbae/nets/submodules/efficientnet_repo/README.md,,"[268, [[34, 38]]]"
content,github.com/vienteck/ComfyUI-Chat-GPT-Integration,https://comfysearch.snomiao.dev/github.com/vienteck/ComfyUI-Chat-GPT-Integration,chat_gpt_integration.py,https://comfysearch.snomiao.dev/github.com/vienteck/ComfyUI-Chat-GPT-Integration/-/blob/chat_gpt_integration.py,,"[90, [[8, 12]]]"
content,github.com/yuvraj108c/ComfyUI-Vsgan,https://comfysearch.snomiao.dev/github.com/yuvraj108c/ComfyUI-Vsgan,Dockerfile_custom,https://comfysearch.snomiao.dev/github.com/yuvraj108c/ComfyUI-Vsgan/-/blob/Dockerfile_custom,,"[108, [[40, 44] [62, 66]]]"
content,github.com/AuroBit/ComfyUI-OOTDiffusion,https://comfysearch.snomiao.dev/github.com/AuroBit/ComfyUI-OOTDiffusion,humanparsing/mhp_extension/detectron2/docker/Dockerfile,https://comfysearch.snomiao.dev/github.com/AuroBit/ComfyUI-OOTDiffusion/-/blob/humanparsing/mhp_extension/detectron2/docker/Dockerfile,,"[16, [[39, 43] [13, 17] [8, 12]]]"
content,github.com/AuroBit/ComfyUI-OOTDiffusion,https://comfysearch.snomiao.dev/github.com/AuroBit/ComfyUI-OOTDiffusion,humanparsing/mhp_extension/detectron2/docker/Dockerfile-circleci,https://comfysearch.snomiao.dev/github.com/AuroBit/ComfyUI-OOTDiffusion/-/blob/humanparsing/mhp_extension/detectron2/docker/Dockerfile-circleci,,"[7, [[42, 46] [13, 17] [8, 12]]]"
content,github.com/StartHua/ComfyUI_OOTDiffusion_CXH,https://comfysearch.snomiao.dev/github.com/StartHua/ComfyUI_OOTDiffusion_CXH,preprocess/humanparsing/mhp_extension/detectron2/docker/Dockerfile,https://comfysearch.snomiao.dev/github.com/StartHua/ComfyUI_OOTDiffusion_CXH/-/blob/preprocess/humanparsing/mhp_extension/detectron2/docker/Dockerfile,,"[16, [[39, 43] [13, 17] [8, 12]]]"
content,github.com/StartHua/ComfyUI_OOTDiffusion_CXH,https://comfysearch.snomiao.dev/github.com/StartHua/ComfyUI_OOTDiffusion_CXH,preprocess/humanparsing/mhp_extension/detectron2/docker/Dockerfile-circleci,https://comfysearch.snomiao.dev/github.com/StartHua/ComfyUI_OOTDiffusion_CXH/-/blob/preprocess/humanparsing/mhp_extension/detectron2/docker/Dockerfile-circleci,,"[7, [[42, 46] [13, 17] [8, 12]]]"
content,github.com/chaojie/ComfyUI-DragAnything,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI-DragAnything,diffusers/utils/versions.py,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI-DragAnything/-/blob/diffusers/utils/versions.py,,"[49, [[92, 96]]]"
content,github.com/chaojie/ComfyUI-DragAnything,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI-DragAnything,utils/diffusers/utils/versions.py,https://comfysearch.snomiao.dev/github.com/chaojie/ComfyUI-DragAnything/-/blob/utils/diffusers/utils/versions.py,,"[49, [[92, 96]]]"
content,github.com/Suzie1/ComfyUI_Comfyroll_CustomNodes,https://comfysearch.snomiao.dev/github.com/Suzie1/ComfyUI_Comfyroll_CustomNodes,nodes/nodes_utils_random.py,https://comfysearch.snomiao.dev/github.com/Suzie1/ComfyUI_Comfyroll_CustomNodes/-/blob/nodes/nodes_utils_random.py,,"[14, [[4, 8]]]"
content,github.com/Suzie1/ComfyUI_Comfyroll_CustomNodes,https://comfysearch.snomiao.dev/github.com/Suzie1/ComfyUI_Comfyroll_CustomNodes,nodes/nodes_graphics_matplot.py,https://comfysearch.snomiao.dev/github.com/Suzie1/ComfyUI_Comfyroll_CustomNodes/-/blob/nodes/nodes_graphics_matplot.py,,"[17, [[4, 8]]]"
content,github.com/Nlar/ComfyUI_CartoonSegmentation,https://comfysearch.snomiao.dev/github.com/Nlar/ComfyUI_CartoonSegmentation,README.md,https://comfysearch.snomiao.dev/github.com/Nlar/ComfyUI_CartoonSegmentation/-/blob/README.md,,"[49, [[349, 353]]]"
content,github.com/nicofdga/DZ-FaceDetailer,https://comfysearch.snomiao.dev/github.com/nicofdga/DZ-FaceDetailer,__init__.py,https://comfysearch.snomiao.dev/github.com/nicofdga/DZ-FaceDetailer/-/blob/__init__.py,,"[3, [[5, 9]]]"
content,github.com/M1kep/KepPromptLang,https://comfysearch.snomiao.dev/github.com/M1kep/KepPromptLang,README.md,https://comfysearch.snomiao.dev/github.com/M1kep/KepPromptLang/-/blob/README.md,,"[2, [[38, 42]]]"
content,github.com/ArtBot2023/CharacterFaceSwap,https://comfysearch.snomiao.dev/github.com/ArtBot2023/CharacterFaceSwap,thirdparty/facexlib/README.md,https://comfysearch.snomiao.dev/github.com/ArtBot2023/CharacterFaceSwap/-/blob/thirdparty/facexlib/README.md,,"[7, [[78, 82] [172, 176]]]"
content,github.com/taabata/Comfy_Syrian_Falcon_Nodes,https://comfysearch.snomiao.dev/github.com/taabata/Comfy_Syrian_Falcon_Nodes,SyrianFalconNodes.py,https://comfysearch.snomiao.dev/github.com/taabata/Comfy_Syrian_Falcon_Nodes/-/blob/SyrianFalconNodes.py,,"[270, [[20, 24] [20, 24]]]"
content,github.com/comfyanonymous/ComfyUI,https://comfysearch.snomiao.dev/github.com/comfyanonymous/ComfyUI,README.md,https://comfysearch.snomiao.dev/github.com/comfyanonymous/ComfyUI/-/blob/README.md,,"[242, [[87, 91]]]"
content,github.com/hao-ai-lab/FastVideo,https://comfysearch.snomiao.dev/github.com/hao-ai-lab/FastVideo,comfyui/README.md,https://comfysearch.snomiao.dev/github.com/hao-ai-lab/FastVideo/-/blob/comfyui/README.md,,"[39, [[76, 80]]]"
content,github.com/lldacing/ComfyUI_PuLID_Flux_ll,https://comfysearch.snomiao.dev/github.com/lldacing/ComfyUI_PuLID_Flux_ll,README.md,https://comfysearch.snomiao.dev/github.com/lldacing/ComfyUI_PuLID_Flux_ll/-/blob/README.md,,"[56, [[82, 86]]]"
content,github.com/darth-veitcher/comfyui-ollama-model-manager,https://comfysearch.snomiao.dev/github.com/darth-veitcher/comfyui-ollama-model-manager,install.py,https://comfysearch.snomiao.dev/github.com/darth-veitcher/comfyui-ollama-model-manager/-/blob/install.py,,"[3, [[39, 43]]]; [17, [[49, 53]]]"
content,github.com/claptrap0/ComfyUI_LLM_Hub,https://comfysearch.snomiao.dev/github.com/claptrap0/ComfyUI_LLM_Hub,README.md,https://comfysearch.snomiao.dev/github.com/claptrap0/ComfyUI_LLM_Hub/-/blob/README.md,,"[74, [[57, 61]]]"
content,github.com/lldacing/ComfyUI_PuLID_Flux_ll,https://comfysearch.snomiao.dev/github.com/lldacing/ComfyUI_PuLID_Flux_ll,README_CN.md,https://comfysearch.snomiao.dev/github.com/lldacing/ComfyUI_PuLID_Flux_ll/-/blob/README_CN.md,,"[55, [[82, 86]]]"
content,github.com/1hew/ComfyUI-1hewNodes,https://comfysearch.snomiao.dev/github.com/1hew/ComfyUI-1hewNodes,nodes/image_blend.py,https://comfysearch.snomiao.dev/github.com/1hew/ComfyUI-1hewNodes/-/blob/nodes/image_blend.py,,"[992, [[16, 20]]]"
content,github.com/Poukpalaova/ComfyUI-FRED-Nodes_v2,https://comfysearch.snomiao.dev/github.com/Poukpalaova/ComfyUI-FRED-Nodes_v2,thirdparty/facexlib/README.md,https://comfysearch.snomiao.dev/github.com/Poukpalaova/ComfyUI-FRED-Nodes_v2/-/blob/thirdparty/facexlib/README.md,,"[7, [[78, 82] [172, 176]]]"
